_id,url
5faecf9a1905eecf08886212,https:///web/20180224130015/http://www.quoidenews.fr/
5faecf9a1905eecf08886216,https://techcrunch.com
5faecf9a1905eecf08886217,https://www.addroplet.com
5faecf9a1905eecf08886218,https://www.stanford.edu
5faecf9a1905eecf0888621d,https://www.nbcolympics.com
5faecf9a1905eecf0888621e,https://phpnuke.org
5faecf9a1905eecf08886220,https://www.state.gov
5faecf9a1905eecf08886223,https://tfetimes.com
5faecf9a1905eecf08886224,https://metro.co.uk
5faecf9a1905eecf08886225,https://heavy.com
5faecf9a1905eecf08886226,https://nesn.com
5faecf9a1905eecf08886228,https://www.movie2free.com
5faecf9a1905eecf08886229,https://indianexpress.com
5faecf9a1905eecf0888622c,https://www.vanguardngr.com
5faecf9a1905eecf0888622d,https://www.sankakucomplex.com
5faecf9a1905eecf0888622e,http://www.shadbase.com
5faecf9a1905eecf0888622f,https://www.thepost24.com
5faecf9a1905eecf08886230,https://virtualpiano.net
5faecf9a1905eecf08886231,http://gnula.nu
5faecf9a1905eecf08886232,https://noticiasaldiayalahora.co
5faecf9a1905eecf08886234,https://portal.ciee.org.br
5faecf9a1905eecf08886235,https://getintopc.com
5faecf9a1905eecf08886237,https://www.makeleio.gr
5faecf9a1905eecf08886239,https://cbslocal.com
5faecf9a1905eecf0888623a,http://oceanofgames.com
5faecf9a1905eecf0888623b,https://fivethirtyeight.com
5faecf9a1905eecf0888623c,https://www.prensalibre.com
5faecf9a1905eecf0888623d,http://elintransigente.com
5faecf9a1905eecf0888623e,https://www.informer.com
5faecf9a1905eecf0888623f,http://javarchive.com
5faecf9a1905eecf08886240,https://www.unc.edu
5faecf9a1905eecf08886241,https://channelmyanmar.org
5faecf9a1905eecf08886242,https://www.cuny.edu
5faecf9a1905eecf08886243,https://arga-mag.com
5faecf9a1905eecf08886246,http://www.bu.edu
5faecf9a1905eecf08886247,https://ap2tg.com
5faecf9a1905eecf08886249,https://www.readingplus.com
5faecf9a1905eecf0888624a,https://paultan.org
5faecf9a1905eecf0888624c,https://deadline.com
5faecf9a1905eecf0888624d,http://www.todayifoundout.com
5faecf9a1905eecf0888624e,https://www.jobvite.com
5faecf9a1905eecf08886250,https://revistaforum.com.br
5faecf9a1905eecf08886251,https://www.zedo.com
5faecf9a1905eecf08886252,https://wpengine.com
5faecf9a1905eecf08886253,https://sportzwiki.com
5faecf9a1905eecf08886254,https://plos.org
5faecf9a1905eecf08886255,https://www.uptvs.com
5faecf9a1905eecf08886256,https://www.wfu.edu
5faecf9a1905eecf08886258,http://www.taroot-rangi.com
5faecf9a1905eecf0888625b,http://www.frontgatetickets.com
5faecf9a1905eecf0888625d,https://week.com
5faecf9a1905eecf0888625e,https://symplicity.com
5faecf9a1905eecf0888625f,https://www.usembassy.gov
5faecf9a1905eecf08886260,https://nex1music.ir
5faecf9a1905eecf08886261,https://www.ucf.edu
5faecf9a1905eecf08886262,https://uproxx.com
5faecf9a1905eecf08886263,https://video.9tsu.com
5faecf9a1905eecf08886266,https://www.usmagazine.com
5faecf9a1905eecf08886267,https://www.rockpapershotgun.com
5faecf9a1905eecf08886268,http://buzzorange.com
5faecf9a1905eecf08886269,https://wustl.edu
5faecf9a1905eecf0888626a,https://zoombangla.com
5faecf9a1905eecf0888626b,https://www.hawaii.edu/wp
5faecf9a1905eecf0888626c,https://www.deped.gov.ph
5faecf9a1905eecf0888626f,https://tchadcarriere.com
5faecf9a1905eecf08886272,https://uni-freiburg.de
5faecf9a1905eecf08886275,https://kora-online.tv
5faecf9a1905eecf08886276,https://www.newdelhitimes.com
5faecf9a1905eecf08886277,https://www.drivereasy.com
5faecf9a1905eecf08886278,https://www.discoveryeducation.com
5faecf9a1905eecf0888627a,https://www.illuminateed.com
5faecf9a1905eecf0888627b,https://majhinaukri.in
5faecf9a1905eecf0888627d,http://www.swoca.net
5faecf9a1905eecf08886280,https://www.diaforetiko.gr
5faecf9a1905eecf08886282,http://www.ghafla.com
5faecf9a1905eecf08886283,https://binarybusinessbay.com
5faecf9a1905eecf08886284,https://www.kocpc.com.tw
5faecf9a1905eecf08886285,https://www.curapelanatureza.com.br
5faecf9a1905eecf08886286,https://9to5mac.com
5faecf9a1905eecf08886288,https://parsfootball.com
5faecf9a1905eecf08886289,https://www.clickbank.com
5faecf9a1905eecf0888628a,https://www.newsit.gr
5faecf9a1905eecf0888628b,https://sguru.org
5faecf9a1905eecf0888628c,https://thepointsguy.com
5faecf9a1905eecf0888628e,https://www.yorku.ca
5faecf9a1905eecf0888628f,https://www.niksalehi.com
5faecf9a1905eecf08886291,https://mirsegondya.com
5faecf9a1905eecf08886292,https://www.laiguana.tv
5faecf9a1905eecf08886295,https://xvideos.blog.br
5faecf9a1905eecf08886296,https://biginterview.com
5faecf9a1905eecf0888629a,https://carzoom.in
5faecf9a1905eecf0888629d,http://oac.co.in
5faecf9a1905eecf088862a0,https://line.worksmobile.com/jp/en
5faecf9a1905eecf088862a1,https://www.bostonherald.com
5faecf9a1905eecf088862a4,https://tvline.com
5faecf9a1905eecf088862a5,https://icodrops.com
5faecf9a1905eecf088862a7,https://www.blender.org
5faecf9a1905eecf088862a8,https://www.curtin.edu.au
5faecf9a1905eecf088862a9,https://mangadex.com
5faecf9a1905eecf088862aa,http://www.po-kaki-to.com
5faecf9a1905eecf088862ab,https://www.noodletools.com/wp
5faecf9a1905eecf088862ac,https://collider.com
5faecf9a1905eecf088862ad,https://www.altsantiri.gr
5faecf9a1905eecf088862ae,https://cafeblog.hu
5faecf9a1905eecf088862af,https://www.yektanet.com
5faecf9a1905eecf088862b0,https://baelm.net
5faecf9a1905eecf088862b1,https://persianv.com
5faecf9a1905eecf088862b2,http://www.gfxcamp.com
5faecf9a1905eecf088862b5,https://www.grammarcheck.net
5faecf9a1905eecf088862b7,https://www.georgetown.edu
5faecf9a1905eecf088862b8,https://explicandoo.com
5faecf9a1905eecf088862b9,https://www.insightsonindia.com
5faecf9a1905eecf088862bb,https://venturebeat.com
5faecf9a1905eecf088862bc,http://www.irannaz.com
5faecf9a1905eecf088862bd,http://vexmovies.org
5faecf9a1905eecf088862bf,https://www.universal.org
5faecf9a1905eecf088862c1,https://hightimes.com
5faecf9a1905eecf088862c3,https://cgpersia.com
5faecf9a1905eecf088862c4,http://www.d20pfsrd.com
5faecf9a1905eecf088862c5,https://seriesypelis24.com
5faecf9a1905eecf088862c6,http://rlsbb.ru
5faecf9a1905eecf088862c7,https://magoosh.com
5faecf9a1905eecf088862c8,http://www.eqla3.com
5faecf9a1905eecf088862c9,http://bajalogratis.com
5faecf9a1905eecf088862ca,https://www.nbcphiladelphia.com
5faecf9a1905eecf088862ce,https://www.denverpost.com
5faecf9a1905eecf088862cf,https://pishgaman.net
5faecf9a1905eecf088862d0,http://sunoticiero.com
5faecf9a1905eecf088862d1,https://www.wimp.com
5faecf9a1905eecf088862d2,https://www.thewrap.com
5faecf9a1905eecf088862d3,https://notjustok.com
5faecf9a1905eecf088862d4,https://sharewareonsale.com
5faecf9a1905eecf088862d5,http://www.mcmaster.ca
5faecf9a1905eecf088862d7,https://modxvm.com
5faecf9a1905eecf088862d9,https://azbyka.ru
5faecf9a1905eecf088862da,https://flexmls.com/wp
5faecf9a1905eecf088862db,https://mybroadband.co.za/news
5faecf9a1905eecf088862dd,http://www.epa.com.py
5faecf9a1905eecf088862de,https://reetbser.com
5faecf9a1905eecf088862e0,https://www.etapainfantil.com
5faecf9a1905eecf088862e1,https://dotesports.com
5faecf9a1905eecf088862e3,https://www.definicionabc.com
5faecf9a1905eecf088862e4,https://www.pingdom.com
5faecf9a1905eecf088862e5,http://tvanimemuryoudouga.com
5faecf9a1905eecf088862e7,https://www.appypie.com
5faecf9a1905eecf088862f4,http://bluemediafiles.com
5faecf9a1905eecf088862f7,https://www.motherjones.com
5faecf9a1905eecf088862f8,https://faradars.org
5faecf9a1905eecf088862fa,http://www.upsocl.com
5faecf9a1905eecf088862fc,http://www.mundo.com
5faecf9a1905eecf088862fd,https://adespresso.com/wp
5faecf9a1905eecf088862fe,https://fenglish.ru
5faecf9a1905eecf088862ff,https://www.capgemini.com
5faecf9a1905eecf08886301,https://aeolservice.es
5faecf9a1905eecf08886302,http://ntdin.tv
5faecf9a1905eecf08886303,https://ar.cienradios.com
5faecf9a1905eecf08886304,https://www.parsnaz.com
5faecf9a1905eecf08886305,https://www.panopto.com
5faecf9a1905eecf08886306,https://www.blogphongthuy.com
5faecf9a1905eecf08886307,https://convertkit.com
5faecf9a1905eecf08886309,https://sportzbonanza.com
5faecf9a1905eecf0888630b,https://toptiz.com
5faecf9a1905eecf0888630c,https://www.glamsham.com
5faecf9a1905eecf0888630d,https://www.vccs.edu
5faecf9a1905eecf0888630e,https://briian.com
5faecf9a1905eecf0888630f,https://www.paybox.com
5faecf9a1905eecf08886311,https://onthehub.com
5faecf9a1905eecf08886312,https://download.ir
5faecf9a1905eecf08886313,http://www.just.ro
5faecf9a1905eecf08886314,https://www.sansan.com
5faecf9a1905eecf08886315,https://www.yasdl.com
5faecf9a1905eecf08886316,http://yaraon-blog.com
5faecf9a1905eecf08886317,http://siap-online.com
5faecf9a1905eecf08886318,https://bossip.com
5faecf9a1905eecf0888631b,https://www.teachtci.com
5faecf9a1905eecf0888631e,https://vfxdownload.com
5faecf9a1905eecf0888631f,https://boardingarea.com
5faecf9a1905eecf08886320,https://bigulnews.tv
5faecf9a1905eecf08886323,http://www.bloter.net
5faecf9a1905eecf08886327,http://animekompi.web.id
5faecf9a1905eecf0888632a,https://www.nbcchicago.com
5faecf9a1905eecf0888632b,https://www.periskopi.com
5faecf9a1905eecf0888632c,https://www.free-power-point-templates.com
5faecf9a1905eecf0888632d,https://www.androidha.com
5faecf9a1905eecf0888632e,https://www.betterment.com
5faecf9a1905eecf0888632f,https://thegioinoithat.com
5faecf9a1905eecf08886330,https://gomiblog.com/gomipress
5faecf9a1905eecf08886332,https://harfetaze.com
5faecf9a1905eecf08886334,https://photokade.com
5faecf9a1905eecf08886335,https://www.tlscontact.com
5faecf9a1905eecf08886336,https://iranestekhdam.ir
5faecf9a1905eecf08886337,https://hackaday.com
5faecf9a1905eecf08886338,http://bd24report.com
5faecf9a1905eecf08886339,http://1000mg.jp
5faecf9a1905eecf0888633a,https://www.resumecoach.com
5faecf9a1905eecf0888633b,https://w3layouts.com
5faecf9a1905eecf0888633c,https://www.kerbalspaceprogram.com
5faecf9a1905eecf0888633f,https://rubiconproject.com
5faecf9a1905eecf08886340,https://www.yonkis.com
5faecf9a1905eecf08886341,https://www.brainpickings.org
5faecf9a1905eecf08886343,https://tettybetty.com
5faecf9a1905eecf08886344,https://kwwl.com
5faecf9a1905eecf08886346,https://www.jansatta.com
5faecf9a1905eecf08886347,https://nau.edu/wordpress
5faecf9a1905eecf08886349,https://seuseriado.com
5faecf9a1905eecf0888634a,https://www.extremetech.com
5faecf9a1905eecf0888634b,https://www.channeladvisor.com
5faecf9a1905eecf0888634c,https://frasesparami.com
5faecf9a1905eecf0888634d,https://www.tlife.gr
5faecf9a1905eecf08886354,https://elblogdelnarco.com
5faecf9a1905eecf08886356,https://www.doostihaa.com
5faecf9a1905eecf08886358,http://yepmedia.com
5faecf9a1905eecf0888635a,https://allthatsinteresting.com/wordpress
5faecf9a1905eecf0888635b,http://www.solhkhabar.ir
5faecf9a1905eecf0888635c,https://www.afrikmag.com
5faecf9a1905eecf0888635e,https://gamerescape.com
5faecf9a1905eecf0888635f,http://www.silverchair.com
5faecf9a1905eecf08886360,http://insajderi.com
5faecf9a1905eecf08886361,https://www.ocregister.com
5faecf9a1905eecf08886362,https://www.slidescarnival.com
5faecf9a1905eecf08886363,https://www.popular.com.kh
5faecf9a1905eecf08886364,https://yourdailypornvideos.ws
5faecf9a1905eecf08886365,https://www.undip.ac.id
5faecf9a1905eecf08886366,http://www.5278.mobi
5faecf9a1905eecf08886369,https://enallaktikidrasi.com
5faecf9a1905eecf0888636a,http://minecraftsix.com
5faecf9a1905eecf0888636b,http://xvideosx.com.br
5faecf9a1905eecf0888636c,https://ohyeah1080.com
5faecf9a1905eecf0888636e,http://idol-blog.com
5faecf9a1905eecf0888636f,https://www.newsbtc.com
5faecf9a1905eecf08886370,https://topbanger.com
5faecf9a1905eecf08886371,https://lianmovie.com
5faecf9a1905eecf08886374,http://dl-zip.com
5faecf9a1905eecf08886379,https://cosplayjav.pl
5faecf9a1905eecf08886383,http://mobdroforpcwindows.com
5faecf9a1905eecf08886384,http://www.youthcarnival.org
5faecf9a1905eecf08886385,https://www.koimoi.com
5faecf9a1905eecf08886386,https://www.maketecheasier.com/wp-core
5faecf9a1905eecf0888638a,https://www.uri.edu
5faecf9a1905eecf0888638c,https://ub.ac.id
5faecf9a1905eecf0888638d,https://www.pornoamateurvip.com
5faecf9a1905eecf0888638e,https://jobsalert.pk
5faecf9a1905eecf08886391,http://www.copyright.com
5faecf9a1905eecf08886393,https://www.graphiran.com
5faecf9a1905eecf08886397,https://washingtonpress.com
5faecf9a1905eecf0888639a,https://mediaalpha.com
5faecf9a1905eecf0888639b,https://indoleads.com
5faecf9a1905eecf0888639c,http://www.tusciaweb.eu
5faecf9a1905eecf0888639e,http://7viet.com
5faecf9a1905eecf088863a0,https://yalalla.com
5faecf9a1905eecf088863a1,https://www.fashionbeans.com
5faecf9a1905eecf088863a2,https://salary.com
5faecf9a1905eecf088863a3,https://www.hidoctor.ir
5faecf9a1905eecf088863a5,https://bringatrailer.com
5faecf9a1905eecf088863a6,https://aabbir.com
5faecf9a1905eecf088863a9,https://www.allindiajobs.in
5faecf9a1905eecf088863aa,https://d-addicts.com
5faecf9a1905eecf088863ae,https://nikkan-spa.jp
5faecf9a1905eecf088863af,https://www.unicaf.org
5faecf9a1905eecf088863b0,https://www.muscleandfitness.com
5faecf9a1905eecf088863b2,http://www.tele.ru
5faecf9a1905eecf088863b3,https://finofilipino.org
5faecf9a1905eecf088863b4,http://nevonprojects.com
5faecf9a1905eecf088863b5,https://viralman.gr
5faecf9a1905eecf088863b6,https://www.uanl.mx
5faecf9a1905eecf088863b7,https://www.mineduc.cl
5faecf9a1905eecf088863b8,https://www.makaangola.org
5faecf9a1905eecf088863ba,http://www.pngmart.com
5faecf9a1905eecf088863bc,https://everfi.com
5faecf9a1905eecf088863bd,https://iisc.ac.in
5faecf9a1905eecf088863be,http://osdownloader.org
5faecf9a1905eecf088863bf,https://www.ecwid.com
5faecf9a1905eecf088863c0,http://www.gazetaesportiva.com
5faecf9a1905eecf088863c1,https://eternallifestyle.com
5faecf9a1905eecf088863c3,https://shippingeasy.com
5faecf9a1905eecf088863c4,https://www.bplans.com
5faecf9a1905eecf088863c5,https://www.journaldev.com
5faecf9a1905eecf088863c6,https://brobible.com
5faecf9a1905eecf088863c7,https://www.politicususa.com
5faecf9a1905eecf088863c8,https://www.downloadsoftware.ir
5faecf9a1905eecf088863c9,https://sahebnews.ir
5faecf9a1905eecf088863ca,https://www.samatak.com
5faecf9a1905eecf088863cb,https://www.farsroid.com
5faecf9a1905eecf088863cc,http://www.nosub.tv
5faecf9a1905eecf088863cd,https://hip2save.com
5faecf9a1905eecf088863ce,https://www.pricespider.com
5faecf9a1905eecf088863cf,https://uns.ac.id/id
5faecf9a1905eecf088863d0,https://www.mathletics.com/uk
5faecf9a1905eecf088863d1,https://www.sqlservercentral.com
5faecf9a1905eecf088863d7,https://www.lika-online.com
5faecf9a1905eecf088863db,https://politis.com.cy
5faecf9a1905eecf088863dc,https://ethereumprice.org
5faecf9a1905eecf088863dd,https://www.newsitamea.gr
5faecf9a1905eecf088863df,http://www.eagleget.com
5faecf9a1905eecf088863e0,https://mrunal.org
5faecf9a1905eecf088863e1,https://cruxnow.com
5faecf9a1905eecf088863e2,https://www.singleplatform.com
5faecf9a1905eecf088863e3,https://www.mrmoneymustache.com
5faecf9a1905eecf088863e4,https://www.newsauto.gr
5faecf9a1905eecf088863e5,https://radaronline.com
5faecf9a1905eecf088863e6,https://reason.com
5faecf9a1905eecf088863e8,https://www.pornonacionais.com
5faecf9a1905eecf088863e9,https://52poke.com
5faecf9a1905eecf088863ee,https://jornalf8.net
5faecf9a1905eecf088863ef,http://botchamania.com
5faecf9a1905eecf088863f4,https://www.jambase.com
5faecf9a1905eecf088863f5,http://celltorrent.com
5faecf9a1905eecf088863f6,https://360grade.al
5faecf9a1905eecf088863f7,https://machinelearningmastery.com
5faecf9a1905eecf088863f9,https://minkch.com
5faecf9a1905eecf088863fa,https://www.carscoops.com
5faecf9a1905eecf088863fb,http://www.inkling.com
5faecf9a1905eecf088863fc,https://www.basketusa.com
5faecf9a1905eecf088863fd,https://www.replicon.com
5faecf9a1905eecf088863fe,https://www.kingtime.jp
5faecf9a1905eecf088863ff,https://cubava.cu
5faecf9a1905eecf08886400,https://www.tonyelumelufoundation.org
5faecf9a1905eecf08886401,https://wpml.org
5faecf9a1905eecf08886402,https://9to5google.com
5faecf9a1905eecf08886404,https://itresan.com
5faecf9a1905eecf08886405,https://sawaleif.com
5faecf9a1905eecf08886406,http://nogizaka46video.com
5faecf9a1905eecf08886407,https://www.iracing.com
5faecf9a1905eecf08886408,https://extremereach.com
5faecf9a1905eecf08886409,https://www.ert.gr
5faecf9a1905eecf0888640a,https://punterforum.com
5faecf9a1905eecf0888640b,https://pornovideoshub.com
5faecf9a1905eecf0888640c,https://www.couscous.gr
5faecf9a1905eecf0888640e,http://hentai4daily.com
5faecf9a1905eecf0888640f,https://www.opinionlab.com
5faecf9a1905eecf08886410,http://www.epinv.com
5faecf9a1905eecf08886411,http://www2.ufjf.br/ufjf
5faecf9a1905eecf08886413,https://www.linux.com
5faecf9a1905eecf08886414,https://www.film2serial.ir
5faecf9a1905eecf08886415,https://go.crmls.org
5faecf9a1905eecf08886416,http://www.iscorp.com
5faecf9a1905eecf08886417,http://recruitmentresult.com
5faecf9a1905eecf08886418,https://www.cleverbridge.com/corporate
5faecf9a1905eecf08886419,http://www.damplips.com
5faecf9a1905eecf0888641a,https://www.myjoyonline.com
5faecf9a1905eecf0888641c,https://www.intouchweekly.com
5faecf9a1905eecf0888641f,https://www.donnamoderna.com/wordpress
5faecf9a1905eecf08886420,https://www.universfreebox.com
5faecf9a1905eecf08886422,https://www.graaam.com
5faecf9a1905eecf08886423,https://www.litmus.com
5faecf9a1905eecf08886424,http://www.diken.com.tr
5faecf9a1905eecf08886425,http://www.rocketstock.com
5faecf9a1905eecf08886426,https://www.lifeandstylemag.com
5faecf9a1905eecf08886427,https://www.electronicshub.org
5faecf9a1905eecf08886429,https://www.panathinaikoskosmos.com
